Q1 F1 Q2 F2 Q3 F3 Q4 F4 Q5 F5
5.10e-9 0.03e-3  4.40e-9 0.04e-3 4.50e-9 0.02e-3 4.50e-9 0.02e-3 NaN NaN
10.2e-9 0.18e-3  9.20e-9 0.09e-3 8.20e-9 0.08e-3 8.30e-9 0.08e-3 NaN NaN
15.5e-9 0.39e-3  13.8e-9 0.19e-3 13.2e-9 0.12e-3 12.4e-9 0.11e-3 12.4e-9 0.071e-3
20.1e-9 0.65e-3  18.0e-9 0.32e-3 17.1e-9 0.19e-3 16.8e-9 0.16e-3 16.0e-9 0.11e-3
23.8e-9 0.94e-3  21.8e-9 0.46e-3 23.0e-9 0.36e-3 21.0e-9 0.24e-3 20.9e-9 0.16e-3
